Zaman,Musteri_ID,Duygu
01:04:31,3,NEUTRAL
01:04:31,3,NEUTRAL
01:04:31,3,NEUTRAL
01:04:31,3,NEUTRAL
01:04:31,3,NEUTRAL
01:04:31,4,HAPPY
01:04:31,3,NEUTRAL
01:04:31,4,HAPPY
01:04:31,3,NEUTRAL
01:04:31,4,HAPPY
01:04:32,3,NEUTRAL
01:04:32,4,HAPPY
01:04:32,3,NEUTRAL
01:04:32,4,SAD
01:04:32,3,NEUTRAL
01:04:32,3,NEUTRAL
01:04:32,4,SAD
01:04:32,3,NEUTRAL
01:04:32,3,NEUTRAL
01:04:32,3,NEUTRAL
01:04:32,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:33,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:34,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:35,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:36,3,NEUTRAL
01:04:37,3,NEUTRAL
01:04:37,2,HAPPY
01:04:37,3,NEUTRAL
01:04:37,2,HAPPY
01:04:37,3,NEUTRAL
01:04:37,3,NEUTRAL
01:04:37,2,HAPPY
01:04:37,3,NEUTRAL
01:04:37,3,NEUTRAL
01:04:37,3,NEUTRAL
01:04:37,3,NEUTRAL
01:04:37,4,FEAR
01:04:38,3,NEUTRAL
01:04:38,3,NEUTRAL
01:04:38,3,NEUTRAL
01:04:38,3,NEUTRAL
01:04:38,3,NEUTRAL
01:04:38,3,NEUTRAL
01:04:38,3,NEUTRAL
01:04:38,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:39,3,NEUTRAL
01:04:40,3,NEUTRAL
01:04:40,3,NEUTRAL
01:04:40,3,NEUTRAL
01:04:40,3,NEUTRAL
01:04:40,3,NEUTRAL
01:04:40,3,NEUTRAL
01:04:40,3,NEUTRAL
01:04:40,2,FEAR
01:04:40,3,NEUTRAL
01:04:41,3,NEUTRAL
01:04:41,2,FEAR
01:04:41,3,NEUTRAL
01:04:41,2,HAPPY
01:04:41,3,NEUTRAL
01:04:41,2,HAPPY
01:04:41,3,NEUTRAL
01:04:41,2,HAPPY
01:04:41,3,NEUTRAL
01:04:41,2,HAPPY
01:04:41,3,NEUTRAL
01:04:41,2,HAPPY
01:04:41,3,NEUTRAL
01:04:42,2,HAPPY
01:04:42,3,NEUTRAL
01:04:42,2,NEUTRAL
01:04:42,3,NEUTRAL
01:04:42,2,HAPPY
01:04:42,3,NEUTRAL
01:04:42,2,HAPPY
01:04:42,3,NEUTRAL
01:04:42,2,NEUTRAL
01:04:42,3,NEUTRAL
01:04:42,2,NEUTRAL
01:04:42,3,NEUTRAL
01:04:42,2,HAPPY
01:04:42,3,NEUTRAL
01:04:43,2,NEUTRAL
01:04:43,3,NEUTRAL
01:04:43,2,NEUTRAL
01:04:43,3,NEUTRAL
01:04:43,2,NEUTRAL
01:04:43,3,NEUTRAL
01:04:43,2,NEUTRAL
01:04:43,3,NEUTRAL
01:04:43,3,NEUTRAL
01:04:43,3,NEUTRAL
01:04:43,3,NEUTRAL
01:04:43,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:44,3,NEUTRAL
01:04:45,3,NEUTRAL
01:04:45,3,NEUTRAL
01:04:45,4,SAD
01:04:45,3,NEUTRAL
01:04:45,4,HAPPY
01:04:45,3,NEUTRAL
01:04:45,4,HAPPY
01:04:45,3,NEUTRAL
01:04:45,4,HAPPY
01:04:45,3,NEUTRAL
01:04:45,4,HAPPY
01:04:45,3,NEUTRAL
01:04:45,4,HAPPY
01:04:46,3,NEUTRAL
01:04:46,4,HAPPY
01:04:46,3,NEUTRAL
01:04:46,4,HAPPY
01:04:46,3,NEUTRAL
01:04:46,4,HAPPY
01:04:46,3,NEUTRAL
01:04:46,4,HAPPY
01:04:46,2,HAPPY
01:04:46,3,NEUTRAL
01:04:46,4,NEUTRAL
01:04:46,2,HAPPY
01:04:46,3,NEUTRAL
01:04:46,4,HAPPY
01:04:46,2,HAPPY
01:04:46,3,NEUTRAL
01:04:46,4,HAPPY
01:04:47,2,HAPPY
01:04:47,3,NEUTRAL
01:04:47,4,HAPPY
01:04:47,2,HAPPY
01:04:47,3,NEUTRAL
01:04:47,4,NEUTRAL
01:04:47,2,HAPPY
01:04:47,3,NEUTRAL
01:04:47,4,HAPPY
01:04:47,2,HAPPY
01:04:47,3,NEUTRAL
01:04:47,4,FEAR
01:04:47,2,HAPPY
01:04:47,3,NEUTRAL
01:04:47,4,HAPPY
01:04:47,2,HAPPY
01:04:47,3,NEUTRAL
01:04:47,4,HAPPY
01:04:47,2,HAPPY
01:04:47,3,NEUTRAL
01:04:47,4,HAPPY
01:04:48,2,HAPPY
01:04:48,3,NEUTRAL
01:04:48,4,HAPPY
01:04:48,2,HAPPY
01:04:48,3,NEUTRAL
01:04:48,4,HAPPY
01:04:48,2,HAPPY
01:04:48,3,NEUTRAL
01:04:48,4,HAPPY
01:04:48,52,HAPPY
01:04:48,2,HAPPY
01:04:48,3,NEUTRAL
01:04:48,4,HAPPY
01:04:48,52,HAPPY
01:04:48,2,HAPPY
01:04:48,3,NEUTRAL
01:04:48,4,HAPPY
01:04:48,2,HAPPY
01:04:48,3,NEUTRAL
01:04:48,4,HAPPY
01:04:48,2,HAPPY
01:04:48,3,NEUTRAL
01:04:49,4,HAPPY
01:04:49,2,HAPPY
01:04:49,3,NEUTRAL
01:04:49,4,HAPPY
01:04:49,2,HAPPY
01:04:49,3,NEUTRAL
01:04:49,4,HAPPY
01:04:49,2,NEUTRAL
01:04:49,3,NEUTRAL
01:04:49,4,FEAR
01:04:49,2,HAPPY
01:04:49,3,NEUTRAL
01:04:49,4,HAPPY
01:04:49,52,HAPPY
01:04:49,2,NEUTRAL
01:04:49,3,NEUTRAL
01:04:49,4,HAPPY
01:04:49,2,HAPPY
01:04:49,3,NEUTRAL
01:04:49,4,HAPPY
01:04:50,2,HAPPY
01:04:50,3,NEUTRAL
01:04:50,4,HAPPY
01:04:50,2,HAPPY
01:04:50,3,NEUTRAL
01:04:50,4,SAD
01:04:50,2,HAPPY
01:04:50,3,NEUTRAL
01:04:50,4,HAPPY
01:04:50,2,HAPPY
01:04:50,3,NEUTRAL
01:04:50,4,HAPPY
01:04:50,52,FEAR
01:04:50,2,NEUTRAL
01:04:50,3,NEUTRAL
01:04:50,4,HAPPY
01:04:50,52,HAPPY
01:04:50,2,HAPPY
01:04:50,3,NEUTRAL
01:04:50,4,HAPPY
01:04:50,52,HAPPY
01:04:50,2,HAPPY
01:04:50,3,NEUTRAL
01:04:50,4,HAPPY
01:04:51,2,HAPPY
01:04:51,3,NEUTRAL
01:04:51,4,HAPPY
01:04:51,52,HAPPY
01:04:51,2,HAPPY
01:04:51,3,NEUTRAL
01:04:51,4,HAPPY
01:04:51,2,HAPPY
01:04:51,3,NEUTRAL
01:04:51,4,FEAR
01:04:51,2,HAPPY
01:04:51,3,NEUTRAL
01:04:51,4,FEAR
01:04:51,2,HAPPY
01:04:51,3,NEUTRAL
01:04:51,4,HAPPY
01:04:51,2,HAPPY
01:04:51,3,NEUTRAL
01:04:51,4,FEAR
01:04:51,52,HAPPY
01:04:51,2,HAPPY
01:04:51,3,NEUTRAL
01:04:52,4,HAPPY
01:04:52,52,HAPPY
01:04:52,2,HAPPY
01:04:52,3,NEUTRAL
01:04:52,4,HAPPY
01:04:52,2,HAPPY
01:04:52,3,NEUTRAL
01:04:52,4,HAPPY
01:04:52,2,HAPPY
01:04:52,3,NEUTRAL
01:04:52,4,HAPPY
01:04:52,2,HAPPY
01:04:52,3,NEUTRAL
01:04:52,4,HAPPY
01:04:52,2,HAPPY
01:04:52,3,NEUTRAL
01:04:52,4,FEAR
01:04:52,2,HAPPY
01:04:52,3,NEUTRAL
01:04:52,4,HAPPY
01:04:52,2,HAPPY
01:04:53,3,NEUTRAL
01:04:53,4,HAPPY
01:04:53,2,HAPPY
01:04:53,3,NEUTRAL
01:04:53,4,HAPPY
01:04:53,2,NEUTRAL
01:04:53,3,NEUTRAL
01:04:53,4,HAPPY
01:04:53,2,NEUTRAL
01:04:53,3,NEUTRAL
01:04:53,4,HAPPY
01:04:53,2,NEUTRAL
01:04:53,3,NEUTRAL
01:04:53,4,HAPPY
01:04:53,2,HAPPY
01:04:53,3,NEUTRAL
01:04:53,4,HAPPY
01:04:53,2,NEUTRAL
01:04:53,3,NEUTRAL
01:04:53,4,HAPPY
01:04:53,2,HAPPY
01:04:53,3,NEUTRAL
01:04:54,4,HAPPY
01:04:54,2,HAPPY
01:04:54,3,NEUTRAL
01:04:54,4,HAPPY
01:04:54,2,HAPPY
01:04:54,3,NEUTRAL
01:04:54,4,HAPPY
01:04:54,2,HAPPY
01:04:54,3,NEUTRAL
01:04:54,4,HAPPY
01:04:54,2,HAPPY
01:04:54,3,NEUTRAL
01:04:54,4,HAPPY
01:04:54,2,HAPPY
01:04:54,3,NEUTRAL
01:04:54,4,HAPPY
01:04:54,2,HAPPY
01:04:54,3,NEUTRAL
01:04:54,4,HAPPY
01:04:55,2,HAPPY
01:04:55,3,NEUTRAL
01:04:55,4,HAPPY
01:04:55,2,NEUTRAL
01:04:55,3,NEUTRAL
01:04:55,2,FEAR
01:04:55,3,NEUTRAL
01:04:55,2,FEAR
01:04:55,3,NEUTRAL
01:04:55,2,FEAR
01:04:55,3,NEUTRAL
01:04:55,2,FEAR
01:04:55,3,NEUTRAL
01:04:55,2,FEAR
01:04:55,3,NEUTRAL
01:04:55,2,FEAR
01:04:55,3,NEUTRAL
01:04:56,3,NEUTRAL
01:04:56,3,NEUTRAL
01:04:56,3,NEUTRAL
01:04:56,3,NEUTRAL
01:04:56,2,HAPPY
01:04:56,3,NEUTRAL
01:04:56,2,HAPPY
01:04:56,3,NEUTRAL
01:04:56,2,HAPPY
01:04:56,3,NEUTRAL
01:04:56,2,HAPPY
01:04:56,3,NEUTRAL
01:04:57,2,HAPPY
01:04:57,3,NEUTRAL
01:04:57,2,HAPPY
01:04:57,3,NEUTRAL
01:04:57,2,HAPPY
01:04:57,3,NEUTRAL
01:04:57,2,SAD
01:04:57,3,NEUTRAL
01:04:57,2,HAPPY
01:04:57,3,NEUTRAL
01:04:57,2,HAPPY
01:04:57,3,NEUTRAL
01:04:57,2,HAPPY
01:04:57,3,NEUTRAL
01:04:57,2,NEUTRAL
01:04:57,3,NEUTRAL
01:04:58,2,HAPPY
01:04:58,3,NEUTRAL
01:04:58,2,NEUTRAL
01:04:58,3,NEUTRAL
01:04:58,2,HAPPY
01:04:58,3,NEUTRAL
01:04:58,2,NEUTRAL
01:04:58,3,NEUTRAL
01:04:58,2,NEUTRAL
01:04:58,3,NEUTRAL
01:04:58,2,NEUTRAL
01:04:58,3,NEUTRAL
01:04:58,2,NEUTRAL
01:04:58,3,NEUTRAL
01:04:58,2,SAD
01:04:58,3,NEUTRAL
01:04:59,2,NEUTRAL
01:04:59,3,NEUTRAL
01:04:59,4,HAPPY
01:04:59,2,HAPPY
01:04:59,3,NEUTRAL
01:04:59,4,HAPPY
01:04:59,2,NEUTRAL
01:04:59,3,NEUTRAL
01:04:59,2,NEUTRAL
01:04:59,3,NEUTRAL
01:04:59,2,HAPPY
01:04:59,3,NEUTRAL
01:04:59,4,SAD
01:04:59,2,NEUTRAL
01:04:59,3,NEUTRAL
01:04:59,4,SAD
01:04:59,2,NEUTRAL
01:04:59,3,NEUTRAL
01:05:00,2,NEUTRAL
01:05:00,3,NEUTRAL
01:05:00,4,SAD
01:05:00,2,NEUTRAL
01:05:00,3,NEUTRAL
01:05:00,2,NEUTRAL
01:05:00,3,NEUTRAL
01:05:00,2,NEUTRAL
01:05:00,3,NEUTRAL
01:05:00,3,NEUTRAL
01:05:00,4,SAD
01:05:00,2,NEUTRAL
01:05:00,3,NEUTRAL
01:05:00,4,SAD
01:05:00,2,SAD
01:05:00,3,SAD
01:05:00,4,SAD
01:05:00,2,SAD
01:05:00,3,SAD
01:05:01,2,NEUTRAL
01:05:01,3,SAD
01:05:01,2,NEUTRAL
01:05:01,2,NEUTRAL
01:05:01,3,SAD
01:05:01,3,FEAR
01:05:01,3,SAD
01:05:02,4,SAD
01:05:02,2,HAPPY
01:05:02,4,SAD
01:05:02,2,NEUTRAL
01:05:02,2,NEUTRAL
01:05:02,3,FEAR
